,SKU_list,Brand,NotRepeat
1072,NE1230001,NE,
1073,NE1230002,NE,
1074,NE13001,NE,
1075,NE13010,NE,
1076,NE13012,NE,
1077,NE13014,NE,
1078,NE13016,NE,
1079,NE13025,NE,
1080,NE14220,NE,
1081,NE14221,NE,
1082,NE14243,NE,
1083,NE14248,NE,
1084,NE14265,NE,
1085,NE14272,NE,
1086,NE14273,NE,
1087,NE14281,NE,
1088,NE14283,NE,
1089,NE14288,NE,
1090,NE14311,NE,
1091,NE14312,NE,
1092,NE14313,NE,
1093,NE14314,NE,
1094,NE14315,NE,
1095,NE14316,NE,
1096,NE14317,NE,
1097,NE14318,NE,
1098,NE14319,NE,
1099,NE14321,NE,
1100,NE14328,NE,
1101,NE14329,NE,
1102,NE14332,NE,
1103,NE14333,NE,
1104,NE14364,NE,
1105,NE14366,NE,
1106,NE14370,NE,
1107,NY0010,NY,
1108,NY0014,NY,
1109,NY0027,NY,
1110,NY0035,NY,
1111,NY0042,NY,
1112,NY0046,NY,
1113,NY0048,NY,
1114,NY0063,NY,
1115,NY0066,NY,
1116,NY0068,NY,
1117,NY0070,NY,
1118,NY0079,NY,
1119,NY0080,NY,
1120,NY0081,NY,
1121,NY0088,NY,
1122,NY0094,NY,
1123,NY0097,NY,
1124,NY0114,NY,
1125,NY0115,NY,
1126,NY0150,NY,
1127,NY0151,NY,
1128,NY0159,NY,
1129,NY0160,NY,
1130,NY0161,NY,
1131,NY0181,NY,
1132,NY0184,NY,
1133,NY0193,NY,
1134,NY0305,NY,
1135,NY0311,NY,
1136,NY0314,NY,
1137,NY0316,NY,
1138,NY0326,NY,
1139,NY0352,NY,
1140,NY0356,NY,
1141,NY0357,NY,
1142,NY0447,NY,
1143,NY0502,NY,
1144,NY0512,NY,
1145,NY0520,NY,
1146,NY0530,NY,
1147,NY0534,NY,
1148,NY0538,NY,
1149,NY0550,NY,
1150,NY0552,NY,
1151,NY0554,NY,
1152,NY0557,NY,
1153,NY0561,NY,
1154,NY0569,NY,
1155,NY0570,NY,
1156,NY0572,NY,
1157,NY0591,NY,
1158,NY0612,NY,
1159,NY0640,NY,
1160,NY0654,NY,
1161,NY0659,NY,
1162,NY0670,NY,
1163,NY0672,NY,
1164,NY0676,NY,
1165,NY0677,NY,
1166,NY0679,NY,
1167,NY0693,NY,
1168,NY0701,NY,
1169,NY0716,NY,
1170,NY0721,NY,
1171,NY0785,NY,
1172,NY0826,NY,
1173,NY0827,NY,
1174,NY0828,NY,
1175,NY0829,NY,
1176,NY0830,NY,
1177,NY0835,NY,
1178,NY0859,NY,
1179,NY0866,NY,
1180,NY0868,NY,
1181,NY0870,NY,
1182,NY0880,NY,
1183,NY0881,NY,
1184,NY0898,NY,
1185,NY0902,NY,
1186,NY0912,NY,
1187,NY0917,NY,
1188,NY0970,NY,
1189,NY0980,NY,
1190,NY0994,NY,
1191,NY0995,NY,
1192,NY1000,NY,
1193,NY1024,NY,
1194,NY1050,NY,
1195,NY1051,NY,
1196,NY1052,NY,
1197,NY1217,NY,
1198,NY1301,NY,
1199,NY1307,NY,
1200,NY1312,NY,
1201,NY1401,NY,
1202,NY1402,NY,
1203,NY1417,NY,
1204,NY1418,NY,
1205,NY1419,NY,
1206,NY1513,NY,
1207,NY1516,NY,
1208,NY1520,NY,
1209,NY1531,NY,
1210,NY1533,NY,
1211,NY1540,NY,
1212,NY1542,NY,
1213,NY1544,NY,
1214,NY1545,NY,
1215,NY1608,NY,
1216,NY1640,NY,
1217,NY1647,NY,
1218,NY1649,NY,
1219,NY1655,NY,
1220,NY1658,NY,
1221,NY1661,NY,
1222,NY1663,NY,
1223,NY1665,NY,
1224,NY1797,NY,
1225,NY1799,NY,
1226,NY2008,NY,
1227,NY2009,NY,
1228,NY2032,NY,
1229,NY2037,NY,
1230,NY2135,NY,
1231,NY2143,NY,
1232,NY2155,NY,
1233,NY2161,NY,
1234,NY2163,NY,
1235,NY2164,NY,
1236,NY2165,NY,
1237,NY2166,NY,
1238,NY2167,NY,
1239,NY2168,NY,
1240,NY2169,NY,
1241,NY2170,NY,
1242,NY2171,NY,
1243,NY2172,NY,
1244,NY2173,NY,
1245,NY2174,NY,
1246,NY2175,NY,
1247,NY2176,NY,
1248,NY2177,NY,
1249,NY2179,NY,
1250,NY2180,NY,
1251,NY2181,NY,
1252,NY2182,NY,
1253,NY2183,NY,
1254,NY2184,NY,
1255,NY2185,NY,
1256,NY2186,NY,
1257,NY2198,NY,
1258,NY2199,NY,
1259,NY2200,NY,
1260,NY2201,NY,
1261,NY2202,NY,
1262,NY2203,NY,
1263,NY2204,NY,
1264,NY2205,NY,
1265,NY2206,NY,
1266,NY2207,NY,
1267,NY2209,NY,
1268,NY2213,NY,
1269,NY2221,NY,
1270,NY2224,NY,
1271,NY2226,NY,
1272,NY2227,NY,
1273,NY2229,NY,
1274,NY2230,NY,
1275,NY2231,NY,
1276,NY2233,NY,
1277,NY2235,NY,
1278,NY2236,NY,
1279,NY2237,NY,
1280,NY2240,NY,
1281,NY2301,NY,
1282,NY2303,NY,
1283,NY2310,NY,
1284,NY2328,NY,
1285,NY2346,NY,
1286,NY2358,NY,
1287,NY2362,NY,
1288,NY2368,NY,
1289,NY2369,NY,
1290,NY2370,NY,
1291,NY2371,NY,
1292,NY2372,NY,
1293,NY2381,NY,
1294,NY2384,NY,
1295,NY2391,NY,
1296,NY2401,NY,
1297,NY2402,NY,
1298,NY2404,NY,
1299,NY2407,NY,
1300,NY2411,NY,
1301,NY2415,NY,
1302,NY2417,NY,
1303,NY2419,NY,
1304,NY2430,NY,
1305,NY2500,NY,
1306,NY2501,NY,
1307,NY2708,NY,
1308,NY2709,NY,
1309,NY2710,NY,
1310,NY2711,NY,
1311,NY2712,NY,
1312,NY2713,NY,
1313,NY2715,NY,
1314,NY2748,NY,
1315,NY2749,NY,
1316,NY2801,NY,
1317,NY2802,NY,
1318,NY2803,NY,
1319,NY2804,NY,
1320,NY2805,NY,
1321,NY3601,NY,
1322,NY3602,NY,
1323,NY3603,NY,
1324,NY3604,NY,
1325,NY3700,NY,
1326,NY4909,NY,
1327,NY4914,NY,
1328,NY5000,NY,
1329,NY5001,NY,
1330,NY5002,NY,
1331,NY5006,NY,
1332,NY5007,NY,
1333,NY5008,NY,
1334,NY5212,NY,
1335,NY5213,NY,
1336,NY5416,NY,
1337,NY5440,NY,
1338,NY5442,NY,
1339,NY6070,NY,
1340,NY6071,NY,
1341,NY6881,NY,
1342,NY6882,NY,
1343,NY6890,NY,
1344,NY6891,NY,
1345,NY7094,NY,
1346,NY7095,NY,
1347,NY7096,NY,
1348,NY7097,NY,
1349,NY7173,NY,
1350,NY7340,NY,
1351,NY7419,NY,
1352,NY7724,NY,
1353,NY7726,NY,
1354,NY7731,NY,
1355,NY7732,NY,
1356,NY7738,NY,
1357,NY7739,NY,
1358,NY8250,NY,
1359,NY8252,NY,
1360,NY8253,NY,
1361,NY8346,NY,
1362,NY8347,NY,
1363,NY8348,NY,
1364,NY8349,NY,
1365,NY8350,NY,
1366,NY8352,NY,
1367,NY8353,NY,
1368,NY8354,NY,
1369,NY8356,NY,
1370,NY8357,NY,
1371,NY8359,NY,
1372,NY8362,NY,
1373,NY8471,NY,
1374,NY8472,NY,
1375,NY8501,NY,
1376,NY8502,NY,
1377,NY8503,NY,
1378,NY8508,NY,
1379,NY8510,NY,
1380,NY8513,NY,
1381,NY8516,NY,
1382,NY8532,NY,
1383,NY8539,NY,
1384,NY8548,NY,
1385,NY8549,NY,
1386,NY8812,NY,
1387,NY8901,NY,
1388,NY8902,NY,
1389,NY8903,NY,
1390,NY8904,NY,
1391,NY8907,NY,
1392,NY8915,NY,
1393,NY8916,NY,
1394,NY8917,NY,
1395,NY8918,NY,
1396,NYAROMACHARM,NY,
1397,NYWP213,NY,
1398,OK0001,OK,
1399,OK0005,OK,
1400,OK0006,OK,
1401,OK0007,OK,
1402,OK0008,OK,
1403,OM10401,OM,
1404,OM10501,OM,
1405,OM10801,OM,
1406,OM10821,OM,
1407,OM10841,OM,
1408,OM10901,OM,
1409,OM11401,OM,
1410,OM13401,OM,
1411,OM13701,OM,
1412,OM13811,OM,
1413,OM13911,OM,
1414,OM140135,OM,
1415,OM140137,OM,
1416,OM140138,OM,
1417,OM140140,OM,
1418,OM140141,OM,
1419,OM140142,OM,
1420,OM140191,OM,
1421,OM140192,OM,
1422,OM140195,OM,
1423,OM140196,OM,
1424,OM140206,OM,
1425,OM14078,OM,
1426,OM14083,OM,
1427,OM14086,OM,
1428,OM14099,OM,
1429,OM14107,OM,
1430,OM14301,OM,
1431,OM14401,OM,
1432,OM14501,OM,
1433,OM14611,OM,
1434,OM14701,OM,
1435,OM14801,OM,
1436,OM14901,OM,
1437,OM15101,OM,
1438,OM15301,OM,
1439,OM15401,OM,
1440,OM16301,OM,
1441,OM16411,OM,
1442,OM16501,OM,
1443,OM16901,OM,
1444,OM17001,OM,
1445,OM17101,OM,
1446,OM17201,OM,
1447,OM17601,OM,
1448,OM17701,OM,
1449,OM17801,OM,
1450,OM17901,OM,
1451,OM18301,OM,
1452,OM19201,OM,
1453,OM19501,OM,
1454,OM21238,OM,
1455,ORIM008,OR,
1456,ORIM021G,OR,
1457,ORIM022W,OR,
1458,ORIM028,OR,
1459,ORIM029,OR,
1460,OT100001,OT,
1461,OT100009,OT,
1462,OT100023,OT,
1463,OT100037,OT,
1464,PLANTIA003B,PL,
1465,PLANTIA005D,PL,
1466,RAAB0001A,RA,
1467,RAAB0002A,RA,
1468,RAAB0003A,RA,
1469,RAAB0004,RA,
1470,RAAB0009,RA,
1471,RAAB0010,RA,
1472,RAAB0011,RA,
1473,RAAB0012A,RA,
1474,RAAB0013A,RA,
1475,RAAB0014A,RA,
1476,RAAB0026,RA,
1477,RAAB0054,RA,
1478,RAAB0055,RA,
1479,RAAB0056,RA,
1480,RAAB0059,RA,
1481,RAAB0068,RA,
1482,RAAB0069,RA,
1483,RAAB0075,RA,
1484,RAAB0085,RA,
1485,RAAB0089,RA,
1486,RAAB0103,RA,
1487,RE30344,RE,
1488,RE30815,RE,
1489,RE30834,RE,
1490,RE30894,RE,
1491,RE31375,RE,
1492,RE32294,RE,
1493,RE3380A,RE,
1494,RE3385A,RE,
1495,RE33862,RE,
1496,RE3389A,RE,
1497,RE33931,RE,
1498,RE3609,RE,
1499,RE3694A,RE,
1500,RE3695,RE,
1501,RE3700,RE,
1502,RE3701A,RE,
1503,RE3702A,RE,
1504,RE3704A,RE,
1505,RE3705A,RE,
1506,RE3706A,RE,
1507,RE3708A,RE,
1508,RE3709A,RE,
1509,RE3710A,RE,
1510,RE3846,RE,
1511,RE3888,RE,
1512,RE4030,RE,
1513,RE4042,RE,
1514,RE4176,RE,
1515,RE4181,RE,
1516,RE4195,RE,
1517,RE4203,RE,
1518,RE4204,RE,
1519,RE4206,RE,
1520,RE4209,RE,
1521,RE4224,RE,
1522,RE4276,RE,
1523,RE4277,RE,
1524,RE4280,RE,
1525,RE4281,RE,
1526,RE4300,RE,
1527,RE4308,RE,
1528,RE4310,RE,
1529,RE4355,RE,
1530,RE4401,RE,
1531,RE4402,RE,
1532,RE4410,RE,
1533,RE44291,RE,
1534,RE44411,RE,
1535,RE4488,RE,
1536,RE4492,RE,
1537,RE4493,RE,
1538,RE4496,RE,
1539,RE4497,RE,
1540,RE4498,RE,
1541,RE4520,RE,
1542,RE4536,RE,
1543,RE4556,RE,
1544,RE4557,RE,
1545,RE4581,RE,
1546,RE4637,RE,
1547,RE4640,RE,
1548,RE4643,RE,
1549,RE4644,RE,
1550,RE4764,RE,
1551,RE4767,RE,
1552,SF03JASMINEC,SF,
1553,SF03JASMINEG,SF,
1554,SF03JASMINEW,SF,
1555,SF03JULIAB,SF,
1556,SF03JULIAW,SF,
1557,SF03MIAC,SF,
1558,SF03MIAG,SF,
1559,SF03MIAW,SF,
1560,SFJ032,SF,
1561,SH122104002,SH,
1562,SH122104003,SH,
1563,TOLT06011,TO,
1564,TOLT06021,TO,
1565,TOLT06101,TO,
1566,TOLT06115,TO,
1567,TOLT06128,TO,
1568,TOLT06152,TO,
1569,TOLT06162,TO,
1570,UK02000058,UK,
1571,UK03000006,UK,
1572,UK03000007,UK,
1573,UK4582328100014,UK,
1574,UK4582328100021,UK,
1575,UK4582328100038,UK,
1576,UK4582328104234,UK,
1577,UK4582328104500,UK,
1578,UK4582328104517,UK,
1579,UK4582328104609,UK,
1580,UK4582328104616,UK,
1581,UK4582328104647,UK,
1582,UK4582328104654,UK,
1583,UK4582328104661,UK,
1584,UK4582328104678,UK,
1585,UK4582328104685,UK,
1586,UK4582328104692,UK,
1587,UK4582328104715,UK,
1588,UK4582328108010,UK,
1589,UK4582328108027,UK,
1590,UK4582328108041,UK,
1591,UK4582328108102,UK,
1592,UK4582328108119,UK,
1593,UK4582328108126,UK,
1594,UK4582328108133,UK,
1595,UK4582328108140,UK,
1596,UK4582328108157,UK,
1597,UK4582328108164,UK,
1598,UK4582328108171,UK,
1599,UK4582328108188,UK,
1600,UK4582328108225,UK,
1601,UK4582328108232,UK,
1602,UK4582328108249,UK,
1603,UK4582328108256,UK,
1604,UK4582328108263,UK,
1605,UK4582328108270,UK,
1606,UK4582328108287,UK,
1607,UK4582328108294,UK,
1608,UK4582328108300,UK,
1609,UK4582328108317,UK,
1610,UK4582328108362,UK,
1611,UK4582328108447,UK,
1612,UK4582328108454,UK,
1613,UK4582328108461,UK,
1614,UK4582328108584,UK,
1615,UK4582328110563,UK,
1616,UN001,UN,
1617,YOSHII002B,YO,
1618,YOSHII002R,YO,
1619,YOSHII003B,YO,
1620,YOSHII003G,YO,
1621,YOSHII005B,YO,
1622,YOSHII005R,YO,
